7.059644162654876709e-02,3.606855124235153198e-02,7.329624891281127930e-02
4.604246839880943298e-02,-1.363549530506134033e-01,2.218932658433914185e-02
-4.322773311287164688e-03,-1.570650190114974976e-01,-1.134233772754669189e-01
4.548604786396026611e-02,1.578254103660583496e-01,1.092835981398820877e-02
-1.232749000191688538e-01,9.108196198940277100e-02,1.053373441100120544e-01
-1.790752708911895752e-01,1.333173811435699463e-01,-1.208388656377792358e-01
7.371599227190017700e-02,1.666971445083618164e-01,-5.425757914781570435e-02
-3.314398229122161865e-02,-1.586678326129913330e-01,-1.316368579864501953e-01
-1.288755089044570923e-01,1.399075090885162354e-01,1.439109444618225098e-01
-1.466750651597976685e-01,-8.590183407068252563e-02,1.459456533193588257e-01
1.211988702416419983e-01,4.639296233654022217e-02,1.286286278627812862e-03
-1.608148068189620972e-01,-7.775809615850448608e-02,3.955421224236488342e-02
1.281836926937103271e-01,-1.064094975590705872e-01,-8.205253630876541138e-02
