-7.895161956548690796e-02,-1.514623612165451050e-01,1.252343505620956421e-01
-2.881906367838382721e-02,1.825902462005615234e-01,9.534110128879547119e-02
-1.108243539929389954e-01,-1.244114828296005726e-03,-1.982227340340614319e-02
1.291884183883666992e-01,1.150405704975128174e-01,3.419868648052215576e-02
-1.691885888576507568e-01,-1.237789839506149292e-01,-1.556504704058170319e-02
-1.707302182912826538e-01,3.707604855298995972e-02,-9.756142646074295044e-02
-1.620806604623794556e-01,-4.004539176821708679e-02,-3.413523361086845398e-02
1.243745014071464539e-01,1.377060413360595703e-01,3.701039403676986694e-02
1.132347509264945984e-01,1.475446671247482300e-01,4.282206762582063675e-03
-1.151127088814973831e-02,-5.076925829052925110e-02,-8.631362766027450562e-02
5.800569057464599609e-02,-1.081680357456207275e-01,-1.451242417097091675e-01
-1.886958330869674683e-01,7.053561974316835403e-03,1.295507699251174927e-01
